,from,to
4159,BOLI MAJIE COMMUNICATON (SHENZHEN) Co Ltd ,Glass Cursing Street Commun Ica Ton (shenzhen)
4160, Boly Media Communications Shenzen Co Ltd,Boly Media Communications Shenzen Co Ltd
4161,Xian institute of Applied Optics,Xian Institute Of Applied Optics
4162,Beijing University of Chemical Technology,Beijing University Of Chemical Technology
4163,South China Normal University,South China Normal University
4164,"Citizen Holdings Co., Ltd.","Citizen Holdings Co., Ltd."
4165,Tamron Co Ltd,Tamron Co Ltd
4166,"Giant Leap Holdings, Llc","Giant Leap Holdings, Llc"
4167,Shandong University,Shandong University
4168,Suzhou HYC Technology Co Ltd,Suzhou Hyc Technology Co Ltd
4169,Guangdong Xuye Optoelectronics Technology Co ltd,Guangdong Xuye Optoelectronics Technology Co Ltd
4170,Mizar Imaging LLC ,Mizar Imaging Llc
4171, University of North Carolina at Chapel Hill,University Of North Carolina At Chapel Hill
4172,Precitec GmbH and Co KG,Precitec Gmbh And Co Kg
4173,Inscopix Inc,Incopix Inc
4174,Meta Platforms Technologies LLC,Meta Platforms Technologies Llc
4175,合肥京东方光电科技有限公司,"Hefei Jingtong Optoelectronics Technology Co., Ltd."
4176,"GI Scientific, LLC","Gi Scientific, Llc"
4177,Individual,Individual
4178,Chunhong Photoelectric Co Ltd,Chunhong Photoelectric Co Ltd
4179,SF Technology Co Ltd ,Sf Technology Co Ltd
4180, SF Tech Co Ltd,Sf Tech Co Ltd
4181,Suzhou Zhanhong Yingmeng Intelligent Technology Co ltd,Suzhou Station Red Cherry Dream Intelligeent Technology
4182,Agfa Gevaert AG,Agfa Gevaert Ag
4183,Gentex Corp,Gentex Corp
4184,Vision Robotics Corp,Vision Robotics Corp
4185,Cameron Pace Group LLC,Cameron Pace Group Llc
4186,James Cameron & Vincent Pace,James Cameron & Vincent Pace
4187,Sheba Microsystems Inc,Sheba Microsystems Inc
4188,Naveen Kumar,Naveen Kumar
4189,Mems Optical Zoom Corp,Mems Optical Zoom Corp
4190,Shanghai Chuanggong Telecom Technology Co Ltd,Shanghai Chuangong Telecom Technology
4191,江国庆,Jiang Guoqing
4192,NINGBO YONGXIN OPTICS CO Ltd,Ningbo Yongxin Optics Co Ltd
4193,Shanghai IC R&D Center Co Ltd,Shanghai Ic R&d Center Co Ltd
4194,Omnivision Optoelectronic Technologies Shanghai Co Ltd,Omnivision Optoelectronic Technologies Shanghai Co Ltd
4195,IPHYSICIST Ltd,Iphysicist Ltd
4196,SF Technology Co Ltd,Sf Technology Co Ltd
4197,トリナミクス ゲゼルシャフト ミット ベシュレンクテル ハフツング,Trinamicus Gezel Shaft Mitt Vesulenchtel Huffetung
4198,LIM LIQUIDS IN MOTION GmbH ,Lim Liquids In Motion Gmbh
4199, Bartels Mikrotechnik GmbH,Bartels Mikrotechnik Gmbh
4200,Rifat A M Hikmet,Rifat A M Hikmet
4201,Bommel Ties Van,Bommel Ties Van
4202,IGNIS DISPLAY AS ,Ignis Display As
4203,Coretronic Mems Corp ,Coretronic Mems Corp
4204,Mcnair; Edward P.,Mcnair; Edward P.
4205,ASCENTIA IMAGING Inc,Ascentia Imaging Inc
4206,"Flir Systems, Inc.","Flir Systems, Inc."
4207,Michael Sorrentino,Michael Sorrentino
4208,Nanjing Porter Photoelectric Co ltd,Nanjing Porter Photoelectric Co Ltd
4209,Optovue Inc,Optovue Inc
4210,Doshisha Co Ltd,Doshi
4211,Taiyo Yuden Co Ltd,Lending Oil Field
4212,"Corinthian Ophthalmic, Inc.","Corinthian Ophthalmic, Inc."
4213,"Chirp Microsystems, Inc.","Chirp Microsystems, Inc."
4214,マイクロソフト インターナショナル ホールディングス ビイ．ヴイ．,Microsoft International Holdings Bey.vi.
4215,Huf Huelsbeck and Fuerst GmbH and Co KG,Huf Hold Back And Found Gmbh And Co Kg
4216,Valeo Schalter und Sensoren GmbH,Valeo Switch And Sensors Gmbh
4217,Robert Bosch GmbH ,Robert Bosch Gmbh
4218, Koninklijke Philips NV,Royal Philips Nv
4219,オプシス テック リミテッド,Opsystech Limited
4220,Opsys Tech Ltd,Opsys Tech Ltd
4221,Shenzhen Transsion Communication Co Ltd,Shenzhen Transsion Communication Co Ltd
4222,Adaptica S.R.L.,Adaptica S.r.l.
4223,Albert-Ludwigs-Universität Freiburg,Albert-ludwigs-universität Freiburg
4224,코닌클리즈케 필립스 일렉트로닉스 엔.브이.,Konin Klizuke Philips Electronics N. V.
4225,Capella Microsystems Taiwan Ltd,Capella Microsystems Taiwan Ltd
4226,Idemia Identity and Security France SAS,Idemia Identity And Security France Sas
4227,Qioptiq Ltd,Qioptiq Ltd
4228,Cathx Research Ltd,Cathx Research Ltd
4229,TEST RESEARCH Inc,Test Research Inc
4230,Advanced Semiconductor Engineering Inc,Advanced Semiconductor Engineering Inc
4231,"Apton Biosystems, Inc.","Apton Biosystems, Inc."
4232,Maxim Integrated Products Inc,Maxim Integrated Products Inc
4233,Anteryon Int B V,Anteryon Int B V
4234,Sonoscape Medical Corp,Sonoscape Medical Corp
4235,Apton Biosystems Inc,Apton Biosystems Inc
4236,Viavi Solutions He ,Viavi Solutions He
4237, Viavi Solutions Inc,Viavi Solutions Inc
4238,LIVE PLANET LLC,Live Planet Llc
4239,Immervision Inc,Immervision Inc
4240,Agni Energy Inc,Agni Energy Inc
4241,Chien-Feng Lin,Chi En-fenglin
4242,Bnp Science,Bnp Science
4243,"에이전시 포 사이언스, 테크놀로지 앤드 리서치","Agency For Science, Technology & Research"
4244,Optotune Consumer AG ,Optotune Consumer Ag
4245,China Academy of Space Technology CAST,China Academy Of Space Technology Cast
4246,FOSHAN PANPOWER TECHNOLOGY Co Ltd,Foshan Panpower Technology Co Ltd
4247,孝郎 林,Hiroshiro
4248,ウェンユー・ジアーン,Wen You Gian
4249,유제형,Yoo -hyung Yoo
4250,Robert Bosch Gmbh,Robert Bosch Gmbh
4251,ヘプタゴン・オサケ・ユキチュア,"Heptagon, Osake, Yukichu"
4252,Lg Electronics Inc,Lg Electronics Inc
4253,エルジー エレクトロニクス インコーポレイティド,Elsei Electronics In -corporation
4254,Ba-Tis Faez,Patis Vaz
4255,Ridha Ben-Mrad,Reda Benmerd
4256,Digimedia Tech LLC ,Digimedia Tech Llc
4257, Nokia Oyj,Nokia Oyj
4258,ADVANCED NANOMETER SYSTEM Co ,Advanced Nanometer System Co
4259, Advanced Nano Systems Inc,Advanced Nano Systems Inc
4260,Siyuan He,Temples And
4261,Benmrad Ridha,Benmerd Reda
4262,University of Limerick ,University Of Limerick
4263,ASPRE AG,Harsh Ag
4264,NGK Insulators Ltd,Ngk Insulators Ltd
4265,David Bach,David Bach
4266,Bob Furmanak,Bob Furmak
4267,Ben Ellerbusch,Ben Ellerbusch
4268,Bruce Booth,Bruce Booth
4269,John Gallo,John Gallo
4270,Opsitech Optical System on a Chip,Opsitech Optical System On A Chip
4271,Institut fuer Mikrotecknik Mainz GmbH,Institute For Microtecknik Mainz Gmbh
4272,Sunyx Surface Nanotechnologies GmbH,Sunyx Surface Nanotechnologies Gmbh
4273,Eric J. Raskas,Eric J.heavy
4274,Enablence Inc,Enablence Inc
4275,Gennadii Ivtsenkov,Gennady Ivtsenkov
4276,CommScope Connectivity Belgium BVBA,Commscope Connectivity Belgium Bvba
4277,IEE International Electronics and Engineering SA,Iee International Electronics And Engineering Sa
4278,Nuflare Technology Inc,Nuflare Technology Inc
4279,Akira Ishii,Akira Ishii
4280,石井 明,Akira Ishii
4281,ノキア コーポレイション,Nokia Corporation
4282,ウェセックス テクノロジー オプト−エレクトロニック プロダクツ リミテッド,Wesx Technology Opto -electronic Products Limited
4283,Wessex Technology Opto-Electronic Products Ltd.,Wessex Technology Opto-electronic Products Ltd.
4284,LMI Technologies Ltd,Lmi Technologies Ltd
4285,System Solutions Co Ltd ,System Solutions Co Ltd
4286,Carestream Health Inc,Carestream Health Inc
4287,ケアストリーム ヘルス インク,Care Stream Health Ink
4288,Knapp Investment Co Ltd,Brief Investment
4289,Rockwell Automation Switzerland GmbH ,Rockwell Automation Switzerland Gmbh
4290, Rockwell Automation Technologies Inc,Rockwell Automation Technologies Inc
4291,Princeton Optronics Inc,Princeton Optronics Inc
4292,DeLaval Holding AB,Delaval Holding Ab
4293,Otis Elevator Co,Otis Elevator Co
4294,Illinois Tool Works Inc,Illinois Tool Works Inc
4295,Yangjiang Yangdong Light Life Technology Co Ltd,Yangjiang Yangdong Light Life Technology
4296,张素琴,Zhang Suqin
4297,6115187 Canada D/b/a Immervision Inc ,6115187 Canada D/b/a Immervision Inc
4298, Immervision Inc,Immervision Inc
4299,大陸商華為技術有限公司,"Mainland Shanghuawei Technology Co., Ltd."
4300,Hexagon Technology Center GmbH,Hexagon Technology Center Gmbh
4301,Shenzhen Mindray Bio Medical Electronics Co Ltd,Shenzhen Mindray Bio Medical Electronics Co Ltd
4302,INTELLECTUAL PROPERTY I KFT,Intellectual Property I Kft
4303,国立大学法人金沢大学,National University Corporation Kanazawa University
4304,Advalytix AG,Advalytix Ag
4305, Nokia USA Inc,Nokia Usa Member C
4306,NOVASOCIS Corp ,Novasocis Corp.
4307, Shenzhen Mindray Bio Medical Electronics Co Ltd,Shenzhen Mindray Bio Medical Electronics Co Ltd
4308,Arizona Board Of Regents,Arizona Board Of Regents
4309,ケック グラデュエイト インスティテュート,Keck Gradue Eight Institute
4310,Keck Graduate Institute of Applied Life Sciences,Keck Graduate Institute Of Applied Life Sciences
4311,리쿠아비스타 비.브이.,Rikua Vista B. V.
4312,Furukawa Electric North America Inc ,Furukawa Electric North America Inc
4313,Amazon Transport Netherlands BV,Amazon Transport Netherlands Bv
4314,Alcatel Lucent SAS ,Alcatel Lucent Sas
4315,Carl Zeiss Surgical GmbH,Carl Zeiss Surgical Gmbh
4316,サムスン エルシーディー ネザーランズ アール アンド ディー センター ビー．ブイ．,Samsung El Cydy Nether Lands Earl And De Center Bee Bee.buoy.
4317,Eurica Califorrniaa,Eurica Califorrniaa
4318,National Technology and Engineering Solutions of Sandia LLC,National Technology And Engineering Solutions Of Sandia Llc
4319,AMO Manufacturing USA LLC,Amo Manufacturing Usa Llc
4320,アバゴ・テクノロジーズ・イーシービーユー・アイピー（シンガポール）プライベート・リミテッド,Abago Technologies Esby You I Pee (singapore) Private Limited
4321,Searete LLC ,Searete Llc
4322, Gearbox LLC,Gearbox Llc
4323,Minas Theodore Coroneo,Minas Theodore Coroneo
4324,"INVENIOS FRANCE, FR","Found France, Fr"
4325,Panavision International LP,Panavision International Lp
4326,Chen-Wei Chiu,Chen-keep U
4327,"INVENIOS FRANCE, FR ","Found France, Fr"
4328, Varioptic SA ,Varioptic Sa
4329, Parrot SA ,Parrot To
4330,"UNIVERSITAETS-AUGENKLINIK ROSTOCK, 18057 ROSTO, DE ","Universitaets-eight Clinic Rostock, 18057 Rostock, De"
4331, Karlsruher Institut fuer Technologie KIT,Karlsruhe Institute For Technology Kit
4332,Qioptiq Photonics GmbH and Co KG,Qioptiq Photonics Gmbh And Co Kg
4333,Netcracker Technology Solutions Inc,Netcracker Technology Solutions Inc
4334,"Daphne Instruments, Inc.","Daphne Instruments, Inc."
4335,Intermec Scanner Technology Center SAS ,Intermec Scanner Technology Center Sas
4336,Ethicon Endo Surgery Inc,Ethicon Endo Surgery Inc
4337,Forschungszentrum Karlsruhe GmbH ,Research Center Karlsruhe Gmbh
4338,Rheinmetall Soldier Electronics GmbH,Rheinmetall Soldier Electronics Gmbh
4339,Amazon Europe Holding Technologies SCS ,Amazon Europe Holding Technologies Scs
4340, Amazon Transport Netherlands BV,Amazon Transport Netherlands Bv
4341,Innolux Shenzhen Co Ltd ,Innolux Shenzhen Co Ltd
4342, Innolux Corp,Innolux Corp
4343,"블랙아이 옵틱스, 엘엘씨","Black Eyptics, Ll"
4344,Orange SA,Orange To
4345,Delphi Technologies Inc,Delphi Technologies Inc
4346,Miortech Holding B.V.,Miortech Holding B.v.
4347,Advanced Display Technology AG,Advanced Display Technology Ag
4348,コーニンクレッカ フィリップス エヌ ヴェ,Comin Crekka Philips Nube
4349,케어스트림 헬스 인코포레이티드,Care Stream Health Incoporited
4350,Future Optics GbR,Future Optics Gbr
4351,SEC DEP FOR INNOVATION UNIVERS ,Sec Dep For Innovation Univers
4352, UK Secretary of State for Innovation Universities and Skills,Uk Secretary Of State For Innovation Universities And Skills
4353,Nokia Solutions and Networks Oy ,Nokia Solutions And Networks Oy
4354, Xieon Networks SARL,Xieon Networks Sarl
4355,Delta Electronics Inc,Delta Electronics Inc
4356,Magna Electronics Inc.,Magna Electronics Inc.
4357,Ziva Corp,Ziva Body
4358,Qioptiq Photonics Gmbh & Co. Kg,Qioptiq Photonics Gmbh & Co. Kg
4359,Lustrous Tech Ltd,Lustrous Tech Ltd
4360,Magna Electronics Inc,Magna Electronics Inc
4361,Vestel Elektronik Sanayi ve Ticaret AS,Vestel Electronic Industry And Trade As
4362,Kanazawa University NUC ,Kanazawa University Nuc
4363, Olympus Corp,Olympus Corp
4364,Kroupenkine Timofei Nikita,Crushed Timofen Nikita
4365,Univ Arizona,Univ Arizona
4366,Michael N Kozicki,Michael N Kozicki
4367,Johannus W Weekamp,Johannus W Weekamp
4368,Stein Kuiper,Stein Kuiper
4369,Bernardus H W Hendriks,Bernardus H W Hendriks
4370,Der Sijde Arjen G Van,Der Sijde Arjen G Of
4371,Thales,Thales
4372,Carl Zeiss Meditec Ag,Carl Zeiss Meditec Ag
4373,Carl Zeiss Surgical Gmbh,Carl Zeiss Surgical Gmbh
4374,"Welch Allyn, Inc.","Welch Allyn, Inc."
4375,"Top Engineering Co., Ltd.","Top Engineering Co., Ltd."
4376, Wavelight GmbH,Wavelight Gmbh
4377,Carestream Health,Carestream Health
4378,Karlsruher Institut fuer Technologie KIT,Karlsruhe Institute For Technology Kit
4379,National Applied Research Laboratories,National Applied Research Laboratories
4380,INTELLECTUAL PROPERTY I KFT ,Intellectual Property I Kft
4381, Intellectual Properties ,Intellectual Properties
4382, Kft,Ltd
4383,Parrot SA ,Parrot To
4384,Tilt Five Inc,Tilt Five Inc
4385,DigitalOptics Corporation MEMS,Digitaloptics Corporation Mems
4386,Ozmix Inc,Ozmix Inc
4387,ARUNDEEP S PRADHAN DIRECTOR OF TECHNOLOGY TRANSFER FOR AND ON BEHALF OF COLORADO STATE UNIVERSITY RESEARCH FOUNDATION,Arundeep S Pradhan Director Of Technology Transfer For And On Behalf Of Colorado State University Research Foundation
4388,Volk Donald A,People Donald A
4389,"Panasonic Electric Works Co., Ltd.","Panasonic Electric Works Co., Ltd."
4390,Chromagen Vision LLC,Chromagen Vision Llc
4391,Farwig Michael J,Farwig Michael J
4392, Hochschule Ostwestfalen Lippe,Ostwestfalen Lippe University
4393,Sorbonne Universite ,Sorbonne University
4394,Santa and Cole Neoseries SL,Santa And Cole Neoseries Sl
4395,Dartmouth College,Dartmouth College
4396,Inventec Appliances Pudong Corp ,Inventec Appliances Pudong Corp
4397, Inventec Appliances Corp,Inventec Appliances Corp
4398,Pellet Co Ltd,Pellet Co Ltd
4399,Elmers Semiconductor Europe,Elmers Semiconductor Europe
4400,Flex Ltd,Flex Ltd
4401,台灣愛美科股份有限公司,"Taiwan Aimei Co., Ltd."
4402,"Konica Minolta Opto, Inc.","Konica Minolta Opto, Inc."
4403,サイコウ オプティクス インコーポレイテッド,Psychow Optics In -corporated
4404,Three D Syst Inc,Three D Syst Inc
4405,スリーディー システムズ インコーポレーテッド,Three Dee Systems Incorporated
4406,Litel Instruments,Litel Instruments
4407,Oputouea Kk,Optware K
4408,オプトウエア株式会社,"Optware Co., Ltd."
4409,Hamamatsu Photonics KK,Hamamatsu Photonics Kk
4410,한국기계연구원,Korea Machinery Research Institute
4411,Guangdong NRE Technology Co Ltd,Guangdong Nre Technology Co Ltd
4412,Top Engineering Co Ltd,Top Engineering Co Ltd
4413,High Q Laser GmbH,High Q Laser Gmbh
4414,Han s Laser Technology Industry Group Co Ltd,Han S Laser Technology Industry Group Co Ltd
4415,Jiangsu University,Jiangsu University
4416,Shibuya Kogyo Co Ltd,Lake Shibuya
4417,澁谷工業株式会社,"Shibuya Kogyo Co., Ltd."
4418,닛토덴코 가부시키가이샤,Nittodenko Gubudikaisha
4419,신슈 다이가쿠,Sinshu Daigaku
4420,Anteryon BV,Anterior Bv
4421,Anteryon Wafer Optics B.V.,Anteryon Wafer Optics B.v.
4422,Anteryon B.V.,Anterior B.v.
4423,Tokyo Visionary Optics Co Ltd,Tokyo Visionary Optics Co Ltd
4424,中強光電股份有限公司,"Zhongqiang Optoelectronics Co., Ltd."
4425,Beijing Sensetime Technology Development Co Ltd,Beijing Sensetime Technology Development Co Ltd
4426,Netum Intelligent Guangzhou Technology Co ltd,Netum Intelligent Guangzhou Technology Co Ltd
4427,SUZHOU SIPURUI INTELLIGENT SYSTEM CO Ltd,Suzhou Sipurui Intelligent System Co Ltd
4428,Shenzhen Weilai Media Technology Research Institute ,Shenzhen Weilai Media Technology Research Institute
4429, Shenzhen Graduate School Tsinghua University,Shenzhen Graduate School Tsinghua University
4430,Jack De Ment,Jack De Ment
4431,British Telecommunications Public Limited Company,British Telecommunications Public Limited Company
4432,Trex Communications Corp,Trex Communications Corp
4433,Univ California,Univ California
4434,Yuhwa Lo,Yuhwa Lo
4435,Deying Zhang,Camping Account
4436,Nicole B Justic,Nicole B Justic
4437,De-Ying Zhang,Battalion
4438,Yu-Hwa Lo,You Are Hoahby
4439,Blackeye Optics Llc,Blackeye Optics Llc
4440,恆景科技股份有限公司,"Hengjing Technology Co., Ltd."
4441,Hubei Sanjiang Aerospace Hongfeng Control Co Ltd,Hubei Sanjiang Aerospace Red Maple Control
4442,Taiyo Densan Kk,Tayo Denson
4443,세이코 프레시죤 가부시키가이샤,Seiko Fresh John Gubusikaisha
4444,JSR Corp,Jsr Corp
4445,"Qualcomm Mems Technologies, Inc.","Qualcomm Mems Technologies, Inc."
4446,Lucibel SA,Lucibel Sa
4447,ヤマハ株式会社,"Yamaha Co., Ltd."
4448,Furukawa Electric Co Ltd:The,Furukawa Electric Co Ltd:the
4449,ELECTRONIC WERKE DEUTSCHLAND,Electronic Works Germany
4450,"Aoptix Technologies, Inc.","Aoptix Technologies, Inc."
4451,Digital Optics Corporation Europe Limited,Digital Optics Corporation Europe Limited
4452,Navitar Industries LLC,Navitar Industries Llc
4453,"Navitar, Inc.","Navitar, Inc."
4454,Digitaloptics Corp,Digitaloptics Corp
4455,Lin Anthony ,Lin Anthony
4456, ULTIMEMS Inc,Ultimems Inc
4457,Lyve Minds Inc,Lying Minds Inc
4458,Savant Systems Inc,Savant Systems Inc
4459,Razer Asia Pacific Pte Ltd,Razer Asia Pacific Pte Ltd
4460,先進光電科技股份有限公司,"Advanced Optoelectronics Technology Co., Ltd."
4461,Sheltered Wings Inc,Sheltered Wings Inc
4462,Goertek Microelectronics Co Ltd,Goertek Microelectronics Co Ltd
4463,安德里斯·奥布雷斯基,Andris Obresky
4464,Indorse Services,Indorse Services
4465,由田新技股份有限公司,"Yutian New Technology Co., Ltd."
4466,李允允,Li Yunyun
4467,Yangjiang Sanke Illumination Industrial Co ltd,Yangjiang Sanke Illumination Industrial Co Ltd
4468,Guangzhou Dasen Lighting Electronics Ltd,Guangzhou Dasen Lighting Electronics Ltd
4469,"WUXI JINSHUN LIGHTING TECHNOLOGY Co.,Ltd.","Wuxi Jinshun Lighting Technology Co., Ltd."
4470,Shenzhen Jinyuan Century Technology Co Ltd,Shenzhen Jinyuan Century Technology Co Ltd
4471,台睿精工股份有限公司,"Tairui Seiko Co., Ltd."
4472,Triple Win Technology Shenzhen Co Ltd ,Triple Win Technology Shenzhen Co Ltd
4473,Ray Marvin Alden,Ray Marvin Alden
4474,Kinpo Electronics Inc,Kinpo Electronics Inc
4475,株式会社エンプラス,"Emura Co., Ltd."
4476,Sony Computer Entertainment Europe Limited,Sony Computer Entertainment Europe Limited
4477,AAC Optics Solutions Pte Ltd,Aac Optics Solutions Pte Ltd
4478,Alps Alpine Co Ltd,Alps Alpine Co Ltd
